WORK,u574,u574__remove_pos_2__facility_178,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,13.767728442006046,0.19118295999942347,13.95891140200547,178,177,2,9 121 405 514,4,1796,0.05,90,212341.0,212074.0,215394.0,212074.0,212341.0,,top_ltm_original,90,2,False,30,147,900.0,1.0,1.0,,2,0,0,,0,False,,98 117 118 119 120 121 122 | 6 7 8 9 466 468 557 | 183 209 476 477 513 514 515 516 | 176 177 178 179 180 554 | 381 405,top_ltm_mst_trajectory,93,1,True,30,153,930.0,1.0,1.0,2,1,3,4,1.0,0,False,,98 117 118 119 120 121 122 | 381 405 | 6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 466 468 476 477 513 514 515 516,top_ltm_pairwise_trajectory,93,1,True,30,153,930.0,1.0,1.0,2,1,3,4,1.0,0,False,,98 117 118 119 120 121 122 | 381 405 | 6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 466 468 476 477 513 514 515 516,top_ltm_mst_trajectory_range_guard,93,1,True,30,153,930.0,1.0,1.0,2,1,3,4,1.0,0,False,,98 117 118 119 120 121 122 | 381 405 | 6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 466 468 476 477 513 514 515 516
WORK,u574,u574__remove_pos_3__facility_406,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,13.767728442006046,0.19118295999942347,13.95891140200547,406,405,3,9 121 177 514,4,1796,0.05,90,212341.0,212074.0,215394.0,212074.0,212341.0,,top_ltm_original,90,2,False,30,147,900.0,1.0,1.0,,2,0,0,,0,False,,98 117 118 119 120 121 122 | 6 7 8 9 466 468 557 | 183 209 476 477 513 514 515 516 | 176 177 178 179 180 554 | 381 405,top_ltm_mst_trajectory,93,1,True,30,153,930.0,1.0,1.0,2,1,3,4,1.0,0,False,,98 117 118 119 120 121 122 | 381 405 | 6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 466 468 476 477 513 514 515 516,top_ltm_pairwise_trajectory,93,1,True,30,153,930.0,1.0,1.0,2,1,3,4,1.0,0,False,,98 117 118 119 120 121 122 | 381 405 | 6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 466 468 476 477 513 514 515 516,top_ltm_mst_trajectory_range_guard,93,1,True,30,153,930.0,1.0,1.0,2,1,3,4,1.0,0,False,,98 117 118 119 120 121 122 | 381 405 | 6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 466 468 476 477 513 514 515 516
WORK,u574,u574__remove_pos_4__facility_515,tsplib_u574_p5,574,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/u574.tsp,metaheuristic_best_solution,212074.0,9 121 177 405 514,13.767728442006046,0.19118295999942347,13.95891140200547,515,514,4,9 121 177 405,4,1796,0.05,90,212341.0,212074.0,215394.0,212074.0,212341.0,,top_ltm_original,90,2,False,30,147,900.0,1.0,1.0,,2,0,0,,0,False,,98 117 118 119 120 121 122 | 6 7 8 9 466 468 557 | 183 209 476 477 513 514 515 516 | 176 177 178 179 180 554 | 381 405,top_ltm_mst_trajectory,93,1,True,30,153,930.0,1.0,1.0,2,1,3,4,1.0,0,False,,98 117 118 119 120 121 122 | 381 405 | 6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 466 468 476 477 513 514 515 516,top_ltm_pairwise_trajectory,93,1,True,30,153,930.0,1.0,1.0,2,1,3,4,1.0,0,False,,98 117 118 119 120 121 122 | 381 405 | 6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 466 468 476 477 513 514 515 516,top_ltm_mst_trajectory_range_guard,93,1,True,30,153,930.0,1.0,1.0,2,1,3,4,1.0,0,False,,98 117 118 119 120 121 122 | 381 405 | 6 7 8 9 554 557 | 176 177 178 179 180 183 209 | 466 468 476 477 513 514 515 516
NOT WORK,bier127,bier127__remove_pos_0__facility_11,tsplib_bier127_p5,127,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/bier127.tsp,metaheuristic_best_solution,233099.0,10 37 52 80 108,0.150662320003903,0.04747359999601031,0.1981359199999133,11,10,0,37 52 80 108,4,388,0.05,20,233750.0,233099.0,236553.0,233099.0,233750.0,,top_ltm_original,20,2,False,17,64,200.0,1.0,1.0,,2,0,0,,0,False,,8 10 90 | 52 | 33 37 38 | 68 84 85 86 108 | 5 80 83 107 125,top_ltm_mst_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_pairwise_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_mst_trajectory_range_guard,17,1,True,13,48,170.0,1.0,1.0,2,1,0,0,1.0,2,True,17.0,84 85 86 108 | 80 83 125 | 33 37 38 | 8 10 | 52
NOT WORK,bier127,bier127__remove_pos_1__facility_38,tsplib_bier127_p5,127,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/bier127.tsp,metaheuristic_best_solution,233099.0,10 37 52 80 108,0.150662320003903,0.04747359999601031,0.1981359199999133,38,37,1,10 52 80 108,4,388,0.05,20,233750.0,233099.0,236553.0,233099.0,233750.0,,top_ltm_original,20,2,False,17,64,200.0,1.0,1.0,,2,0,0,,0,False,,8 10 90 | 52 | 33 37 38 | 68 84 85 86 108 | 5 80 83 107 125,top_ltm_mst_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_pairwise_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_mst_trajectory_range_guard,17,1,True,13,48,170.0,1.0,1.0,2,1,0,0,1.0,2,True,17.0,84 85 86 108 | 80 83 125 | 33 37 38 | 8 10 | 52
NOT WORK,bier127,bier127__remove_pos_2__facility_53,tsplib_bier127_p5,127,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/bier127.tsp,metaheuristic_best_solution,233099.0,10 37 52 80 108,0.150662320003903,0.04747359999601031,0.1981359199999133,53,52,2,10 37 80 108,4,388,0.05,20,233750.0,233099.0,236553.0,233099.0,233750.0,,top_ltm_original,20,2,False,17,64,200.0,1.0,1.0,,2,0,0,,0,False,,8 10 90 | 52 | 33 37 38 | 68 84 85 86 108 | 5 80 83 107 125,top_ltm_mst_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_pairwise_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_mst_trajectory_range_guard,17,1,True,13,48,170.0,1.0,1.0,2,1,0,0,1.0,2,True,17.0,84 85 86 108 | 80 83 125 | 33 37 38 | 8 10 | 52
NOT WORK,bier127,bier127__remove_pos_3__facility_81,tsplib_bier127_p5,127,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/bier127.tsp,metaheuristic_best_solution,233099.0,10 37 52 80 108,0.150662320003903,0.04747359999601031,0.1981359199999133,81,80,3,10 37 52 108,4,388,0.05,20,233750.0,233099.0,236553.0,233099.0,233750.0,,top_ltm_original,20,2,False,17,64,200.0,1.0,1.0,,2,0,0,,0,False,,8 10 90 | 52 | 33 37 38 | 68 84 85 86 108 | 5 80 83 107 125,top_ltm_mst_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_pairwise_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_mst_trajectory_range_guard,17,1,True,13,48,170.0,1.0,1.0,2,1,0,0,1.0,2,True,17.0,84 85 86 108 | 80 83 125 | 33 37 38 | 8 10 | 52
NOT WORK,bier127,bier127__remove_pos_4__facility_109,tsplib_bier127_p5,127,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/bier127.tsp,metaheuristic_best_solution,233099.0,10 37 52 80 108,0.150662320003903,0.04747359999601031,0.1981359199999133,109,108,4,10 37 52 80,4,388,0.05,20,233750.0,233099.0,236553.0,233099.0,233750.0,,top_ltm_original,20,2,False,17,64,200.0,1.0,1.0,,2,0,0,,0,False,,8 10 90 | 52 | 33 37 38 | 68 84 85 86 108 | 5 80 83 107 125,top_ltm_mst_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_pairwise_trajectory,22,1,True,17,67,220.0,1.0,1.0,2,1,2,3,1.0,0,False,,68 84 85 86 108 | 33 37 38 | 52 | 80 83 90 125 | 5 8 10 107,top_ltm_mst_trajectory_range_guard,17,1,True,13,48,170.0,1.0,1.0,2,1,0,0,1.0,2,True,17.0,84 85 86 108 | 80 83 125 | 33 37 38 | 8 10 | 52
NOT WORK,pr136,pr136__remove_pos_0__facility_14,tsplib_pr136_p5,136,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr136.tsp,metaheuristic_best_solution,220692.0,13 30 57 103 105,0.18500641099672066,0.07134462799876928,0.25635103899548994,14,13,0,30 57 103 105,4,626,0.05,32,220692.0,220692.0,223689.0,220692.0,220692.0,,top_ltm_original,32,4,False,18,75,320.0,1.0,0.9,,4,0,0,,0,False,,23 32 35 | 27 30 37 | 71 74 98 105 | 69 78 100 103 | 115 117 119 122,top_ltm_mst_trajectory,36,1,True,18,80,360.0,0.9972222222222222,0.9,4,1,4,7,3.0,0,False,,27 30 37 | 32 35 69 | 100 103 115 122 | 23 71 74 78 | 98 105 117 119,top_ltm_pairwise_trajectory,46,1,True,18,91,460.0,1.0,0.9,4,1,14,20,6.0,0,False,,69 71 74 78 | 98 105 117 119 | 27 30 37 | 23 32 35 | 100 103 115 122,top_ltm_mst_trajectory_range_guard,8,1,True,8,25,80.0,1.0,0.7,4,1,0,0,3.0,2,True,8.0,30 37 | 98 105 | 78 | 115 122 | 32
NOT WORK,pr136,pr136__remove_pos_1__facility_31,tsplib_pr136_p5,136,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr136.tsp,metaheuristic_best_solution,220692.0,13 30 57 103 105,0.18500641099672066,0.07134462799876928,0.25635103899548994,31,30,1,13 57 103 105,4,626,0.05,32,220692.0,220692.0,223689.0,220692.0,220692.0,,top_ltm_original,32,4,False,18,75,320.0,1.0,0.9,,4,0,0,,0,False,,23 32 35 | 27 30 37 | 71 74 98 105 | 69 78 100 103 | 115 117 119 122,top_ltm_mst_trajectory,36,1,True,18,80,360.0,0.9972222222222222,0.9,4,1,4,7,3.0,0,False,,27 30 37 | 32 35 69 | 100 103 115 122 | 23 71 74 78 | 98 105 117 119,top_ltm_pairwise_trajectory,46,1,True,18,91,460.0,1.0,0.9,4,1,14,20,6.0,0,False,,69 71 74 78 | 98 105 117 119 | 27 30 37 | 23 32 35 | 100 103 115 122,top_ltm_mst_trajectory_range_guard,8,1,True,8,25,80.0,1.0,0.7,4,1,0,0,3.0,2,True,8.0,30 37 | 98 105 | 78 | 115 122 | 32
NOT WORK,pr136,pr136__remove_pos_2__facility_58,tsplib_pr136_p5,136,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr136.tsp,metaheuristic_best_solution,220692.0,13 30 57 103 105,0.18500641099672066,0.07134462799876928,0.25635103899548994,58,57,2,13 30 103 105,4,626,0.05,32,220692.0,220692.0,223689.0,220692.0,220692.0,,top_ltm_original,32,4,False,18,75,320.0,1.0,0.9,,4,0,0,,0,False,,23 32 35 | 27 30 37 | 71 74 98 105 | 69 78 100 103 | 115 117 119 122,top_ltm_mst_trajectory,36,1,True,18,80,360.0,0.9972222222222222,0.9,4,1,4,7,3.0,0,False,,27 30 37 | 32 35 69 | 100 103 115 122 | 23 71 74 78 | 98 105 117 119,top_ltm_pairwise_trajectory,46,1,True,18,91,460.0,1.0,0.9,4,1,14,20,6.0,0,False,,69 71 74 78 | 98 105 117 119 | 27 30 37 | 23 32 35 | 100 103 115 122,top_ltm_mst_trajectory_range_guard,8,1,True,8,25,80.0,1.0,0.7,4,1,0,0,3.0,2,True,8.0,30 37 | 98 105 | 78 | 115 122 | 32
NOT WORK,pr136,pr136__remove_pos_3__facility_104,tsplib_pr136_p5,136,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr136.tsp,metaheuristic_best_solution,220692.0,13 30 57 103 105,0.18500641099672066,0.07134462799876928,0.25635103899548994,104,103,3,13 30 57 105,4,626,0.05,32,220692.0,220692.0,223689.0,220692.0,220692.0,,top_ltm_original,32,4,False,18,75,320.0,1.0,0.9,,4,0,0,,0,False,,23 32 35 | 27 30 37 | 71 74 98 105 | 69 78 100 103 | 115 117 119 122,top_ltm_mst_trajectory,36,1,True,18,80,360.0,0.9972222222222222,0.9,4,1,4,7,3.0,0,False,,27 30 37 | 32 35 69 | 100 103 115 122 | 23 71 74 78 | 98 105 117 119,top_ltm_pairwise_trajectory,46,1,True,18,91,460.0,1.0,0.9,4,1,14,20,6.0,0,False,,69 71 74 78 | 98 105 117 119 | 27 30 37 | 23 32 35 | 100 103 115 122,top_ltm_mst_trajectory_range_guard,8,1,True,8,25,80.0,1.0,0.7,4,1,0,0,3.0,2,True,8.0,30 37 | 98 105 | 78 | 115 122 | 32
NOT WORK,pr136,pr136__remove_pos_4__facility_106,tsplib_pr136_p5,136,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr136.tsp,metaheuristic_best_solution,220692.0,13 30 57 103 105,0.18500641099672066,0.07134462799876928,0.25635103899548994,106,105,4,13 30 57 103,4,626,0.05,32,220692.0,220692.0,223689.0,220692.0,220692.0,,top_ltm_original,32,4,False,18,75,320.0,1.0,0.9,,4,0,0,,0,False,,23 32 35 | 27 30 37 | 71 74 98 105 | 69 78 100 103 | 115 117 119 122,top_ltm_mst_trajectory,36,1,True,18,80,360.0,0.9972222222222222,0.9,4,1,4,7,3.0,0,False,,27 30 37 | 32 35 69 | 100 103 115 122 | 23 71 74 78 | 98 105 117 119,top_ltm_pairwise_trajectory,46,1,True,18,91,460.0,1.0,0.9,4,1,14,20,6.0,0,False,,69 71 74 78 | 98 105 117 119 | 27 30 37 | 23 32 35 | 100 103 115 122,top_ltm_mst_trajectory_range_guard,8,1,True,8,25,80.0,1.0,0.7,4,1,0,0,3.0,2,True,8.0,30 37 | 98 105 | 78 | 115 122 | 32
NOT WORK,pr226,pr226__remove_pos_0__facility_8,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.6999993630015524,0.07011898400378413,0.7701183470053365,8,7,0,48 93 131 171,4,807,0.05,41,397137.0,396560.0,399453.0,396560.0,397137.0,,top_ltm_original,41,2,False,19,88,410.0,1.0,1.0,,2,0,0,,0,False,,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,top_ltm_mst_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_pairwise_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_mst_trajectory_range_guard,29,1,True,12,52,290.0,1.0,1.0,2,1,0,0,1.0,2,True,29.0,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101
NOT WORK,pr226,pr226__remove_pos_1__facility_49,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.6999993630015524,0.07011898400378413,0.7701183470053365,49,48,1,7 93 131 171,4,807,0.05,41,397137.0,396560.0,399453.0,396560.0,397137.0,,top_ltm_original,41,2,False,19,88,410.0,1.0,1.0,,2,0,0,,0,False,,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,top_ltm_mst_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_pairwise_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_mst_trajectory_range_guard,29,1,True,12,52,290.0,1.0,1.0,2,1,0,0,1.0,2,True,29.0,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101
NOT WORK,pr226,pr226__remove_pos_2__facility_94,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.6999993630015524,0.07011898400378413,0.7701183470053365,94,93,2,7 48 131 171,4,807,0.05,41,397137.0,396560.0,399453.0,396560.0,397137.0,,top_ltm_original,41,2,False,19,88,410.0,1.0,1.0,,2,0,0,,0,False,,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,top_ltm_mst_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_pairwise_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_mst_trajectory_range_guard,29,1,True,12,52,290.0,1.0,1.0,2,1,0,0,1.0,2,True,29.0,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101
NOT WORK,pr226,pr226__remove_pos_3__facility_132,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.6999993630015524,0.07011898400378413,0.7701183470053365,132,131,3,7 48 93 171,4,807,0.05,41,397137.0,396560.0,399453.0,396560.0,397137.0,,top_ltm_original,41,2,False,19,88,410.0,1.0,1.0,,2,0,0,,0,False,,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,top_ltm_mst_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_pairwise_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_mst_trajectory_range_guard,29,1,True,12,52,290.0,1.0,1.0,2,1,0,0,1.0,2,True,29.0,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101
NOT WORK,pr226,pr226__remove_pos_4__facility_172,tsplib_pr226_p5,226,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/pr226.tsp,metaheuristic_best_solution,396560.0,7 48 93 131 171,0.6999993630015524,0.07011898400378413,0.7701183470053365,172,171,4,7 48 93 131,4,807,0.05,41,397137.0,396560.0,399453.0,396560.0,397137.0,,top_ltm_original,41,2,False,19,88,410.0,1.0,1.0,,2,0,0,,0,False,,131 206 207 208 209 | 27 48 | 7 71 | 109 117 170 171 172 173 | 92 93 101 149,top_ltm_mst_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_pairwise_trajectory,43,1,True,19,91,430.0,1.0,1.0,2,1,2,3,1.0,0,False,,170 171 172 173 206 207 208 209 | 27 48 | 92 93 101 149 | 109 117 131 | 7 71,top_ltm_mst_trajectory_range_guard,29,1,True,12,52,290.0,1.0,1.0,2,1,0,0,1.0,2,True,29.0,7 71 | 170 171 172 173 | 27 48 | 131 | 92 93 101
NOT WORK,rat195,rat195__remove_pos_0__facility_34,tsplib_rat195_p5,195,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rat195.tsp,metaheuristic_best_solution,6894.0,33 81 100 145 164,0.5020368330006022,0.1691699980001431,0.6712068310007453,34,33,0,81 100 145 164,4,731,0.05,37,6916.0,6894.0,6997.0,6894.0,6916.0,,top_ltm_original,37,7,False,34,141,370.0,0.9972972972972973,1.0,,7,0,0,,0,False,,29 34 75 87 88 100 101 | 31 35 36 41 67 68 81 | 145 146 158 159 161 177 | 113 114 133 152 162 164 165 | 20 33 94 95 96 97 98,top_ltm_mst_trajectory,47,1,True,34,153,470.0,0.9914893617021276,1.0,7,1,10,16,6.0,0,False,,133 145 146 158 159 161 162 | 113 114 152 164 165 177 | 94 95 96 97 98 100 101 | 20 33 35 36 41 75 87 88 | 29 31 34 67 68 81,top_ltm_pairwise_trajectory,93,1,True,34,224,930.0,0.9709677419354839,1.0,7,1,56,79,21.0,0,False,,20 31 33 34 35 36 | 29 75 87 88 98 100 101 | 152 161 162 164 165 177 | 113 114 133 145 146 158 159 | 41 67 68 81 94 95 96 97,top_ltm_mst_trajectory_range_guard,14,1,True,12,44,140.0,1.0,1.0,7,1,0,0,6.0,4,True,14.0,145 146 159 | 164 165 | 67 68 81 | 20 33 | 100 101
NOT WORK,rat195,rat195__remove_pos_1__facility_82,tsplib_rat195_p5,195,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rat195.tsp,metaheuristic_best_solution,6894.0,33 81 100 145 164,0.5020368330006022,0.1691699980001431,0.6712068310007453,82,81,1,33 100 145 164,4,731,0.05,37,6916.0,6894.0,6997.0,6894.0,6916.0,,top_ltm_original,37,7,False,34,141,370.0,0.9972972972972973,1.0,,7,0,0,,0,False,,29 34 75 87 88 100 101 | 31 35 36 41 67 68 81 | 145 146 158 159 161 177 | 113 114 133 152 162 164 165 | 20 33 94 95 96 97 98,top_ltm_mst_trajectory,47,1,True,34,153,470.0,0.9914893617021276,1.0,7,1,10,16,6.0,0,False,,133 145 146 158 159 161 162 | 113 114 152 164 165 177 | 94 95 96 97 98 100 101 | 20 33 35 36 41 75 87 88 | 29 31 34 67 68 81,top_ltm_pairwise_trajectory,93,1,True,34,224,930.0,0.9709677419354839,1.0,7,1,56,79,21.0,0,False,,20 31 33 34 35 36 | 29 75 87 88 98 100 101 | 152 161 162 164 165 177 | 113 114 133 145 146 158 159 | 41 67 68 81 94 95 96 97,top_ltm_mst_trajectory_range_guard,14,1,True,12,44,140.0,1.0,1.0,7,1,0,0,6.0,4,True,14.0,145 146 159 | 164 165 | 67 68 81 | 20 33 | 100 101
NOT WORK,rat195,rat195__remove_pos_2__facility_101,tsplib_rat195_p5,195,5,EUC_2D,/home/rei-luisinho/xopt/notebooks/experiments_sbpo/artifacts/tsplib_tsp/rat195.tsp,metaheuristic_best_solution,6894.0,33 81 100 145 164,0.5020368330006022,0.1691699980001431,0.6712068310007453,101,100,2,33 81 145 164,4,731,0.05,37,6916.0,6894.0,6997.0,6894.0,6916.0,,top_ltm_original,37,7,False,34,141,370.0,0.9972972972972973,1.0,,7,0,0,,0,False,,29 34 75 87 88 100 101 | 31 35 36 41 67 68 81 | 145 146 158 159 161 177 | 113 114 133 152 162 164 165 | 20 33 94 95 96 97 98,top_ltm_mst_trajectory,47,1,True,34,153,470.0,0.9914893617021276,1.0,7,1,10,16,6.0,0,False,,133 145 146 158 159 161 162 | 113 114 152 164 165 177 | 94 95 96 97 98 100 101 | 20 33 35 36 41 75 87 88 | 29 31 34 67 68 81,top_ltm_pairwise_trajectory,93,1,True,34,224,930.0,0.9709677419354839,1.0,7,1,56,79,21.0,0,False,,20 31 33 34 35 36 | 29 75 87 88 98 100 101 | 152 161 162 164 165 177 | 113 114 133 145 146 158 159 | 41 67 68 81 94 95 96 97,top_ltm_mst_trajectory_range_guard,14,1,True,12,44,140.0,1.0,1.0,7,1,0,0,6.0,4,True,14.0,145 146 159 | 164 165 | 67 68 81 | 20 33 | 100 101
